Time (s),User Amplitude,Original Position,Final Position
0.22577500343322754,0.5,13.775129154678508,6.887564577339254
0.3896300792694092,0.5,13.743537843983937,6.871768921991968
0.559777021408081,0.5,13.785261579329779,6.8926307896648895
0.7253398895263672,0.5,13.336753087665443,6.668376543832721
0.8906440734863281,0.5,13.35159628998039,6.675798144990195
1.0591590404510498,0.5,15.110027815107872,7.555013907553936
1.224276065826416,0.5,13.49770551940089,6.748852759700445
1.3907060623168945,0.5,13.619224226420824,6.809612113210412
1.5586540699005127,0.5,14.203389239861808,7.101694619930904
1.7235150337219238,0.5,10.60837761758198,5.30418880879099
1.8930010795593262,0.5,14.733839092034678,7.366919546017339
2.058206081390381,0.5,17.728842351592757,8.864421175796378
2.2257070541381836,0.5,13.755532983729497,6.877766491864748
2.3926711082458496,0.5,14.580765274005296,7.290382637002648
2.5599570274353027,0.5,11.1365411658789,5.56827058293945
2.7241721153259277,0.5,5.2888350589843895,2.6444175294921948
2.8916549682617188,0.5,20.026565817980465,10.013282908990233
3.05941104888916,0.5,19.624276377457676,9.812138188728838
3.2244648933410645,0.5,12.617915371814478,6.308957685907239
3.3922078609466553,0.5,14.723516298477369,7.3617581492386845
3.5585429668426514,0.5,7.317554781496077,3.6587773907480385
3.723008155822754,0.5,9.421394935704086,4.710697467852043
3.8925960063934326,0.5,22.400356774902445,11.200178387451222
4.0581581592559814,0.5,17.435058302115273,8.717529151057636
4.224259853363037,0.5,12.52697059301979,6.263485296509895
4.393328905105591,0.5,13.891764136293398,6.945882068146699
4.557631969451904,0.5,5.242755296202356,2.621377648101178
4.722977161407471,0.5,13.785954926033135,6.892977463016567
4.892439126968384,0.5,22.83749190820548,11.41874595410274
5.059519052505493,0.5,14.487529456300473,7.243764728150237
5.225696086883545,0.5,14.01669667456672,7.00834833728336
5.393348932266235,0.5,12.2781608472087,6.13908042360435
5.557034015655518,0.5,5.283811120194457,2.6419055600972285
5.723229885101318,0.5,14.855675733262345,7.427837866631172
5.891759872436523,0.5,21.855400626189386,10.927700313094693
6.056607007980347,0.5,12.770468969238387,6.385234484619193
6.225880146026611,0.5,14.706789472720137,7.353394736360069
6.393743991851807,0.5,11.003757003787486,5.501878501893743
6.558841943740845,0.5,6.073562987600273,3.0367814938001363
6.724800109863281,0.5,18.04540972897212,9.02270486448606
6.890565872192383,0.5,20.260591403020317,10.130295701510159
7.059401988983154,0.5,12.746149348239273,6.3730746741196365
7.225672006607056,0.5,14.85989671036498,7.42994835518249
7.3907530307769775,0.5,6.599328022289536,3.299664011144768
7.559762954711914,0.5,9.064322023492588,4.532161011746294
7.7242701053619385,0.5,21.133636663485266,10.566818331742633
7.893110990524292,0.5,15.955568050934932,7.977784025467466
8.058154106140137,0.5,12.306629510151256,6.153314755075628
8.224855184555054,0.5,15.95360971089962,7.97680485544981
8.392199039459229,0.5,4.848722550383085,2.4243612751915427
8.559386968612671,0.5,10.828957069493939,5.414478534746969
8.724292993545532,0.5,22.827859685362718,11.413929842681359
8.892775058746338,0.5,15.12133425177587,7.560667125887935
9.058115005493164,0.5,13.785526190043166,6.892763095021583
9.226040840148926,0.5,10.981290323653058,5.490645161826529
9.391027927398682,0.5,4.663883624363223,2.3319418121816113
9.55900502204895,0.5,14.735266563346997,7.367633281673498
9.726582050323486,0.5,21.807054179116342,10.903527089558171
9.892394065856934,0.5,12.859137001160624,6.429568500580312
10.059395790100098,0.5,14.869396926208573,7.4346984631042865
10.224756002426147,0.5,10.298085589494026,5.149042794747013
10.39026403427124,0.5,5.181202017595757,2.5906010087978784
10.557607889175415,0.5,20.0272675389096,10.0136337694548
10.72531509399414,0.5,20.236171665230447,10.118085832615224
10.891716957092285,0.5,13.270510498207743,6.635255249103872
11.058238983154297,0.5,13.943637632643767,6.971818816321884
11.225574016571045,0.5,7.206918644749359,3.6034593223746794
11.391793966293335,0.5,7.327829458199519,3.6639147290997593
11.558121919631958,0.5,22.28271813441914,11.14135906720957
11.725461959838867,0.5,17.37435139367032,8.68717569683516
11.890464067459106,0.5,12.645339649715092,6.322669824857546
12.060428142547607,0.5,15.568407213539604,7.784203606769802
12.224096059799194,0.5,6.432426387400913,3.2162131937004563
12.39108395576477,0.5,12.95065256015474,6.47532628007737
12.558235883712769,0.5,22.36001672669177,11.180008363345886
12.724303960800171,0.5,13.284191741332283,6.642095870666141
12.89309811592102,0.5,14.689529478269359,7.344764739134679
13.05859112739563,0.5,14.22781966334358,7.11390983167179
13.2258141040802,0.5,5.230209561299956,2.615104780649978
13.391289949417114,0.5,17.20521240456583,8.602606202282916
13.56102991104126,0.5,20.613674395697128,10.306837197848564
13.724269151687622,0.5,11.568081114019071,5.7840405570095355
13.891249895095825,0.5,15.297437031171448,7.648718515585724
14.059834003448486,0.5,9.671040260870818,4.835520130435409
14.226211786270142,0.5,6.669788836086932,3.334894418043466
