Time (s),User Amplitude,Original Position,Final Position
0.22672820091247559,0.5,14.12185721940284,7.06092860970142
0.3932158946990967,0.5,12.567895769515921,6.283947884757961
0.5591621398925781,0.5,8.953306895230051,4.476653447615026
0.726999044418335,0.5,5.99523528633646,2.99761764316823
0.8953201770782471,0.5,20.911899268312403,10.455949634156202
1.058537244796753,0.5,14.324997654781976,7.162498827390988
1.2287452220916748,0.5,12.83463373708016,6.41731686854008
1.394853115081787,0.5,7.0419647741830245,3.5209823870915122
1.5585319995880127,0.5,7.535299143539113,3.7676495717695566
1.7251009941101074,0.5,20.08712696256177,10.043563481280884
1.8950262069702148,0.5,12.356233809459328,6.178116904729664
2.0616161823272705,0.5,13.42231236207214,6.71115618103607
2.228900194168091,0.5,7.975420958934793,3.9877104794673963
2.394360065460205,0.5,9.18511499665534,4.59255749832767
2.5613820552825928,0.5,20.89627085495027,10.448135427475135
2.725377082824707,0.5,12.955138191038102,6.477569095519051
2.895051956176758,0.5,13.117167507604245,6.5585837538021226
3.0618679523468018,0.5,4.668883335553728,2.334441667776864
3.2284600734710693,0.5,11.120700768399342,5.560350384199671
3.391571283340454,0.5,20.49461149209974,10.24730574604987
3.560426950454712,0.5,10.392380170356411,5.1961900851782055
3.725325107574463,0.5,15.002563288856823,7.501281644428412
3.8924930095672607,0.5,6.2839968183346695,3.1419984091673347
4.061069965362549,0.5,10.69008393989473,5.345041969947365
4.22641396522522,0.5,20.055546781886278,10.027773390943139
4.391832113265991,0.5,11.044893186917022,5.522446593458511
4.560539245605469,0.5,13.819623426509116,6.909811713254558
4.7284181118011475,0.5,3.824150915441926,1.912075457720963
4.894360065460205,0.5,12.87081990877614,6.43540995438807
5.061634063720703,0.5,17.063768537818234,8.531884268909117
5.227579116821289,0.5,11.064674198382807,5.532337099191404
5.393273115158081,0.5,13.991321141607017,6.9956605708035084
5.561765193939209,0.5,7.775237858141061,3.8876189290705305
5.728010892868042,0.5,15.734009076352159,7.867004538176079
5.894647121429443,0.5,17.39072995323103,8.695364976615515
6.059312105178833,0.5,11.982959308107125,5.991479654053562
6.225474119186401,0.5,11.651076599268523,5.825538299634261
6.391651153564453,0.5,4.228111491910381,2.1140557459551905
6.5588059425354,0.5,16.990029742516725,8.495014871258363
6.72759222984314,0.5,18.285288102314055,9.142644051157028
6.894946098327637,0.185,33.405788750586986,6.1800709188585925
7.061444044113159,0.12,51.09801095987966,6.131761315185559
7.228533029556274,0.12,44.347476482471706,5.3216971778966045
7.394554138183594,0.12,59.49383510849004,7.1392602130188045
7.562558174133301,0.11499999999999999,57.329237660243315,6.59286233092798
7.72782826423645,0.09499999999999997,65.06560517505432,6.181232491630158
7.89454197883606,0.09999999999999998,60.23335898854823,6.023335898854822
8.06130313873291,0.09999999999999998,54.896110044023054,5.489611004402304
8.227545022964478,0.14,52.081657646035715,7.291432070445
8.393639087677002,0.14,46.733347475983145,6.542668646637641
8.560534000396729,0.14,44.624879688782265,6.247483156429518
8.727678298950195,0.14,42.581875112848216,5.961462515798751
8.894312143325806,0.14,40.860129327078596,5.720418105791004
9.0608811378479,0.14,49.45293262639427,6.923410567695199
