Time (s),User Amplitude,Original Position,Final Position
0.22364187240600586,0.5,10.00469455504737,5.002347277523685
0.389232873916626,0.5,10.007422383911367,5.003711191955683
0.556581974029541,0.5,10.036377067906857,5.0181885339534285
0.7233700752258301,0.5,9.7540347156898,4.8770173578449
0.8905279636383057,0.5,10.218762363961881,5.1093811819809405
1.0558009147644043,0.5,10.088840038628552,5.044420019314276
1.22328782081604,0.5,9.931311459857968,4.965655729928984
1.3904850482940674,0.5,10.183417674311105,5.091708837155553
1.5572397708892822,0.5,9.690909490030455,4.845454745015227
1.7229230403900146,0.5,10.049989651533823,5.024994825766911
1.8905129432678223,0.5,10.293408410159419,5.146704205079709
2.0551979541778564,0.5,9.864452863078835,4.9322264315394175
2.2223870754241943,0.5,10.180446560482542,5.090223280241271
2.391016960144043,0.5,9.812402537527284,4.906201268763642
2.55597186088562,0.5,9.8516086057095,4.92580430285475
2.723126173019409,0.5,10.353912363974162,5.176956181987081
2.8891799449920654,0.5,9.918230711778705,4.959115355889352
3.0564239025115967,0.5,10.092485083053814,5.046242541526907
3.2239670753479004,0.5,10.027104183627685,5.0135520918138425
3.389549970626831,0.5,9.702163666229799,4.8510818331148995
3.5567429065704346,0.5,10.349365592712564,5.174682796356282
3.723072052001953,0.5,9.982466772234044,4.991233386117022
3.887950897216797,0.5,9.897508035474463,4.948754017737231
4.057723045349121,0.5,10.225492768999485,5.112746384499743
