# Music-Motor Synchronization Data
# Song: Lacrimosa
# Pattern: simple
# BPM: 68.0
# Music Frequency: 1.133 Hz
# Phase Lag: 16223.75 ms
# Correlation: -0.183634
# RMS Difference: 3.251059

Time (s),Music Sinusoid,Actual Position (centered),Difference
0.2259368896484375,3.9414148651785266,0.016572952270507812,3.9248419129080188
0.3931920528411865,1.321725777399011,0.05181884765625,1.269906929742761
0.5606627464294434,-2.965417562603957,0.06051826477050781,-3.025935827374465
0.7262930870056152,-3.535201158244191,0.05764007568359375,-3.5928412339277846
0.8925027847290039,0.2846788397016225,-0.004474639892578125,0.2891534795942006
1.0604040622711182,3.7646538303491055,-0.09455299377441406,3.8592068241235196
1.2249391078948975,2.5473268417219783,-0.13647079467773438,2.6837976363997127
1.3935818672180176,-1.886759793204679,-0.12475967407226562,-1.7620001191324133
1.5595409870147705,-3.9205382677257306,-0.03398895263671875,-3.886549315089012
1.7265307903289795,-1.059347197949373,0.08325004577636719,-1.1425972437257401
1.8931448459625244,3.1249413103324963,0.15961647033691406,2.9653248399955823
2.0592939853668213,3.4093913188713603,0.16454696655273438,3.244844352318626
2.22642183303833,-0.5744626606664726,0.09832000732421875,-0.6727826679906913
2.3931689262390137,-3.8337940227733593,-0.03969001770019531,-3.794104005073164
2.559520721435547,-2.3028683127736236,-0.14182662963867188,-2.1610416831349517
2.726269006729126,2.1082737564821765,-0.1666259765625,2.2748997330446765
2.8936710357666016,3.8768314406981923,-0.11606025695800781,3.9928916976562
3.059938907623291,0.7899013001861191,-0.015890121459960938,0.8057914216460801
3.2263450622558594,-3.2830135064854664,0.08294486999511719,-3.3659583764805836
3.3931429386138916,-3.2547090472443125,0.13293075561523438,-3.387639802859547
3.55997896194458,0.8511856015908901,0.1432628631591797,0.7079227384317104
3.725911855697632,3.8862825275559323,0.0724639892578125,3.81381853829812
3.8931729793548584,2.0664525012012023,-0.049152374267578125,2.1156048754687804
4.060977935791016,-2.366513773660913,-0.14896774291992188,-2.217546030740991
4.226176738739014,-3.82257846714715,-0.167236328125,-3.65534213902215
4.392786026000977,-0.5321713286156926,-0.10785102844238281,-0.4243203001733098
4.559419870376587,3.4238009213993523,0.005451202392578125,3.418349719006774
4.726867914199829,3.0846578865818906,0.10020065307617188,2.9844572335057187
4.893418073654175,-1.1203994355599114,0.15651702880859375,-1.2769164643685051
5.057494163513184,-3.918490278174453,0.15160560607910156,-4.070095884253554
5.224932909011841,-1.866311979458776,0.04975318908691406,-1.91606516854569
5.3918609619140625,2.5282554389259495,-0.07192802429199219,2.6001834632179417
5.557493686676025,3.762884286399822,-0.14222335815429688,3.905107644554119
5.726905822753906,0.2364324500468666,-0.1641845703125,0.40061702035936664
5.893919944763184,-3.566090347735307,-0.085601806640625,-3.480488541094682
6.0598931312561035,-2.911674394918965,0.02696990966796875,-2.938644304586934
6.224836826324463,1.3307669795134556,0.12249565124511719,1.2082713282683384
6.392610788345337,3.9422610247592424,0.1668415069580078,3.7754195178012346
6.5595009326934814,1.5879006976082308,0.13591384887695312,1.4519868487312777
6.726952075958252,-2.7684961894271596,0.027515411376953125,-2.7960116008041127
6.8924689292907715,-3.6542154329858807,-0.0775909423828125,-3.576624490603068
7.0593507289886475,0.013608463440998274,-0.1251659393310547,0.13877440277205297
7.227574825286865,3.6781538686976467,-0.13348007202148438,3.811633940719131
7.393593788146973,2.7116602772831713,-0.07348060607910156,2.785140883362273
7.560143947601318,-1.6369214438622834,0.04413795471191406,-1.6810593985741975
7.7266058921813965,-3.9407091791230067,0.14007568359375,-4.080784862716756
7.893338918685913,-1.3190390699961079,0.1668415069580078,-1.4858805769541157
8.057815790176392,2.9112290133022367,0.11849021911621094,2.7927387941860258
8.22614574432373,3.5375979845206422,0.0029239654541015625,3.5346740190665407
8.391830921173096,-0.2645834893698472,-0.09269332885742188,-0.17189016051242534
8.562174081802368,-3.7788211294801872,-0.1488170623779297,-3.6300040671022575
8.725553035736084,-2.535113585471778,-0.1385822296142578,-2.3965313558575203
8.892457008361816,1.857831517727236,-0.0284881591796875,1.8863196769069235
