# Music-Motor Synchronization Data
# Song: So Easy
# Pattern: none
# BPM: 104.0
# Music Frequency: 1.733 Hz
# Phase Lag: -60738.83 ms
# Correlation: 0.000000
# Mean Peak Offset: 0.00 ms
# Peak Offset Std: 0.00 ms
# Number of Peaks: 0

# Peak Timing Offsets (Positive = Motor Late)
Peak Time (s),Timing Offset (ms)

# Full Time Series Data
Time (s),Music Sinusoid,Actual Position (centered)
0.22374916076660156,0.6478609970426031,0.0
0.39153599739074707,-0.9012167121490529,0.0
0.5592279434204102,-0.19152445973649707,0.0
0.7266900539398193,0.9981828653491505,0.0
0.8909921646118164,-0.27528687422469394,0.0
1.0569419860839844,-0.8700822654664899,0.0
1.22444486618042,0.6953309622998023,0.0
1.3920750617980957,0.52019244836525,0.0
1.5575358867645264,-0.950528708275445,0.0
1.7257568836212158,-0.05456163591344135,0.0
1.8919909000396729,0.9829278946346414,0.0
2.0568161010742188,-0.3980006220600518,0.0
2.2244222164154053,-0.7875865237074141,0.0
2.391940116882324,0.7941032045075862,0.0
2.5585131645202637,0.39855355545496896,0.0
2.723818063735962,-0.9837677130227146,0.0
2.890669107437134,0.0658824608432667,0.0
3.0579750537872314,0.9501004382374032,0.0
3.2257699966430664,-0.5428883390912247,0.0
3.389788866043091,-0.7042842366922699,0.0
3.559623956680298,0.8763516513567687,0.0
3.725990056991577,0.2585190245986906,0.0
3.8917999267578125,-0.999649585405969,0.0
4.055889844894409,0.18867147613523166,0.0
4.225403785705566,0.8937477906953349,0.0
4.39274001121521,-0.6569775249499508,0.0
4.557443141937256,-0.5899784566022366,0.0
4.723471164703369,0.9235184969552233,0.0
4.8920738697052,0.1278592722698107,0.0
5.057990074157715,-0.9941776878499297,0.0
5.2239038944244385,0.33735864833810336,0.0
5.3919291496276855,0.8234950783934725,0.0
5.559041976928711,-0.7528997751474699,0.0
5.7237629890441895,-0.4751926599263396,0.0
5.8924360275268555,0.9738971133119229,0.0
6.057430982589722,0.002846049835759889,0.0
6.224763870239258,-0.9692195021679646,0.0
6.3897058963775635,0.4567327716000665,0.0
6.556390047073364,0.7525598662100972,0.0
6.7255730628967285,-0.8363587931188269,0.0
6.891722917556763,-0.3348743833553241,0.0
7.057733058929443,0.9945681888031347,0.0
7.225450038909912,-0.1509299831875026,0.0
7.39271092414856,-0.9201524777869861,0.0
7.559071063995361,0.5998665966651175,0.0
7.725202798843384,0.6357206402529539,0.0
7.891984939575195,-0.9033248289125666,0.0
8.059057235717773,-0.19334886351300998,0.0
8.224065065383911,0.9994974175026403,0.0
8.392091035842896,-0.28677212819979253,0.0
8.558677911758423,-0.8606085802324656,0.0
8.723959922790527,0.6915255601940484,0.0
8.892389059066772,0.5172688220128079,0.0
9.057923078536987,-0.9518301615876222,0.0
9.224107027053833,-0.07249344510295064,0.0
9.39189600944519,0.9831175135002101,0.0
9.557792901992798,-0.4077372407205117,0.0
9.725708961486816,-0.7788741403997865,0.0
9.892705917358398,0.7991445716563268,0.0
10.058422088623047,0.39946307024905303,0.0
10.226059913635254,-0.9878553759668975,0.0
10.392667055130005,0.08757723459166585,0.0
10.55871295928955,0.9475628699826489,0.0
10.725132942199707,-0.5370486966279061,0.0
10.892704010009766,-0.6813943367685269,0.0
11.05988097190857,0.8776964716289349,0.0
11.225540161132812,0.2632490915169431,0.0
11.390433073043823,-0.9991447906425982,0.0
11.558697938919067,0.21861185915763653,0.0
11.725291013717651,0.8942980424502727,0.0
11.892277002334595,-0.6531675494438471,0.0
12.05961298942566,-0.5707349877116844,0.0
12.222017049789429,0.9173287738164647,0.0
12.390275955200195,0.14725363311538933,0.0
12.558372974395752,-0.9937197026199271,0.0
12.725247859954834,0.3511008795570113,0.0
12.89189600944519,0.8236997859022122,0.0
13.058629035949707,-0.7499323529240445,0.0
13.223971128463745,-0.47319691054984614,0.0
13.393028020858765,0.9753403368033434,0.0
13.559058904647827,-0.014882859167982142,0.0
13.725559949874878,-0.9670485662907061,0.0
13.891263961791992,0.4717616841767854,0.0
14.058267831802368,0.7389361781940809,0.0
14.225337028503418,-0.8349468646735665,0.0
14.391731023788452,-0.33479119552086,0.0
14.556961059570312,0.9936579100721079,0.0
14.72574520111084,-0.15410694186121382,0.0
14.892849206924438,-0.9195617379122775,0.0
15.058613061904907,0.5958682244513619,0.0
15.226134061813354,0.6278590807251891,0.0
15.391621112823486,-0.9016180489250398,0.0
15.558586120605469,-0.19838032387608098,0.0
15.725499868392944,0.9988800549191029,0.0
15.892040967941284,-0.28624970585425674,0.0
16.059316873550415,-0.8570438637436489,0.0
16.22554898262024,0.7039225630820974,0.0
16.391417026519775,0.5262996370330246,0.0
16.558310985565186,-0.9531170468751268,0.0
16.7253360748291,-0.05913718747346218,0.0
16.891947031021118,0.9830156881150715,0.0
17.0589759349823,-0.4194676635435103,0.0
17.225656986236572,-0.7792290340487161,0.0
17.391957998275757,0.7942215513193757,0.0
17.556957960128784,0.41402979463279743,0.0
17.723922967910767,-0.9839720879800407,0.0
17.89220404624939,0.08255295495716033,0.0
18.0586199760437,0.9478860014636927,0.0
18.2236590385437,-0.5234393453764519,0.0
18.392704963684082,-0.681386734806793,0.0
18.55884313583374,0.8722239701545107,0.0
18.725302934646606,0.2657406803306034,0.0
18.891569137573242,-0.9995798934865423,0.0
19.059562921524048,0.22779456113769103,0.0
19.226262092590332,0.8895157103789724,0.0
19.39170002937317,-0.6483965619868792,0.0
19.558774948120117,-0.5782055935950957,0.0
19.72565507888794,0.9323791376114263,0.0
19.89255404472351,0.1226709534969586,0.0
20.058547019958496,-0.9935058144352821,0.0
20.225568056106567,0.3543639438406417,0.0
20.392035961151123,0.8228345717615154,0.0
20.558182954788208,-0.7467097423768108,0.0
20.724106073379517,-0.47190168837985624,0.0
20.89211893081665,0.9731074081637943,0.0
21.056895971298218,0.008672675103587204,0.0
21.225219011306763,-0.9679872262610035,0.0
21.392537117004395,0.48394173502679294,0.0
21.557188034057617,0.7468084455120596,0.0
21.72387981414795,-0.8261081693739928,0.0
21.890969038009644,-0.3425993567172441,0.0
