Time (s),User Amplitude,Original Position,Final Position,Actual Position
0.2238171100616455,0.0,0,-4.12331485748291,-4.120600700378418
0.39110398292541504,0.0,0,-4.12331485748291,-4.120667457580566
0.5605309009552002,0.0,0,-4.12331485748291,-4.120722770690918
0.725092887878418,0.0,0,-4.12331485748291,-4.120722770690918
0.8923771381378174,0.0,0,-4.12331485748291,-4.120844841003418
1.0584890842437744,0.0,0,-4.12331485748291,-4.120844841003418
1.227504014968872,0.0,0,-4.12331485748291,-4.120844841003418
1.391753911972046,0.0,0,-4.12331485748291,-4.120844841003418
1.557811975479126,0.0,0,-4.12331485748291,-4.120844841003418
1.7267661094665527,0.0,0,-4.12331485748291,-4.120844841003418
1.893254041671753,0.0,0,-4.12331485748291,-4.120966911315918
2.0577380657196045,0.0,0,-4.12331485748291,-4.120966911315918
2.22851300239563,0.0,0,-4.12331485748291,-4.120966911315918
2.3939831256866455,0.0,0,-4.12331485748291,-4.120966911315918
2.5604770183563232,0.0,0,-4.12331485748291,-4.120966911315918
2.7251031398773193,0.0,0,-4.12331485748291,-4.121088981628418
2.893923044204712,0.0,0,-4.12331485748291,-4.121088981628418
3.058696985244751,0.0,0,-4.12331485748291,-4.121088981628418
3.2244160175323486,0.0,0,-4.12331485748291,-4.121088981628418
3.3905999660491943,0.0,0,-4.12331485748291,-4.121088981628418
3.557248115539551,0.0,0,-4.12331485748291,-4.121088981628418
3.7265119552612305,0.0,0,-4.12331485748291,-4.121211051940918
3.8947479724884033,0.0,0,-4.12331485748291,-4.121211051940918
4.060518980026245,0.0,0,-4.12331485748291,-4.121211051940918
4.226725816726685,0.0,0,-4.12331485748291,-4.121315956115723
4.393728017807007,0.0,0,-4.12331485748291,-4.121333122253418
4.557498216629028,0.0,0,-4.12331485748291,-4.121333122253418
4.7274839878082275,0.0,0,-4.12331485748291,-4.121333122253418
4.893998146057129,0.0,0,-4.12331485748291,-4.121333122253418
5.05712103843689,0.0,0,-4.12331485748291,-4.121333122253418
5.226505994796753,0.0,0,-4.12331485748291,-4.121333122253418
5.390578031539917,0.0,0,-4.12331485748291,-4.121455192565918
5.558002948760986,0.0,0,-4.12331485748291,-4.121455192565918
5.726610898971558,0.0,0,-4.12331485748291,-4.121455192565918
5.893578052520752,0.0,0,-4.12331485748291,-4.121455192565918
6.058516025543213,0.0,0,-4.12331485748291,-4.121455192565918
6.223739862442017,0.0,0,-4.12331485748291,-4.121455192565918
6.391283988952637,0.0,0,-4.12331485748291,-4.121455192565918
6.5587568283081055,0.0,0,-4.12331485748291,-4.121577262878418
6.72730016708374,0.0,0,-4.12331485748291,-4.121577262878418
6.893481016159058,0.0,0,-4.12331485748291,-4.121577262878418
7.057481050491333,0.0,0,-4.12331485748291,-4.121577262878418
7.2247490882873535,0.0,0,-4.12331485748291,-4.121577262878418
7.391362190246582,0.0,0,-4.12331485748291,-4.121577262878418
7.560956954956055,0.0,0,-4.12331485748291,-4.121577262878418
7.726612091064453,0.0,0,-4.12331485748291,-4.121577262878418
7.894201040267944,0.0,0,-4.12331485748291,-4.121699333190918
8.060708999633789,0.0,0,-4.12331485748291,-4.121699333190918
8.22486400604248,0.0,0,-4.12331485748291,-4.121699333190918
8.393476247787476,0.0,0,-4.12331485748291,-4.121699333190918
8.56047010421753,0.0,0,-4.12331485748291,-4.121699333190918
8.727477073669434,0.0,0,-4.12331485748291,-4.121821403503418
8.89107894897461,0.0,0,-4.12331485748291,-4.121821403503418
9.057780027389526,0.0,0,-4.12331485748291,-4.121821403503418
9.225700855255127,0.0,0,-4.12331485748291,-4.121821403503418
9.393616914749146,0.0,0,-4.12331485748291,-4.121821403503418
9.560709953308105,0.0,0,-4.12331485748291,-4.121821403503418
9.726439952850342,0.0,0,-4.12331485748291,-4.121943473815918
9.893178224563599,0.0,0,-4.12331485748291,-4.121943473815918
10.060451030731201,0.0,0,-4.12331485748291,-4.121943473815918
10.224523067474365,0.0,0,-4.12331485748291,-4.121943473815918
10.393428087234497,0.0,0,-4.12331485748291,-4.121943473815918
10.559906005859375,0.0,0,-4.12331485748291,-4.121943473815918
10.726710081100464,0.0,0,-4.12331485748291,-4.121943473815918
10.890936136245728,0.0,0,-4.12331485748291,-4.121943473815918
11.059692144393921,0.0,0,-4.12331485748291,-4.121943473815918
11.224186897277832,0.0,0,-4.12331485748291,-4.122065544128418
11.390846967697144,0.0,0,-4.12331485748291,-4.122065544128418
11.559977054595947,0.0,0,-4.12331485748291,-4.122065544128418
11.724178075790405,0.0,0,-4.12331485748291,-4.122065544128418
11.89198899269104,0.0,0,-4.12331485748291,-4.122065544128418
12.060457944869995,0.0,0,-4.12331485748291,-4.122065544128418
12.226574182510376,0.0,0,-4.12331485748291,-4.122065544128418
12.394459962844849,0.0,0,-4.12331485748291,-4.122065544128418
12.560709238052368,0.0,0,-4.12331485748291,-4.122187614440918
12.724877119064331,0.0,0,-4.12331485748291,-4.122187614440918
12.894033908843994,0.0,0,-4.12331485748291,-4.122187614440918
13.060627937316895,0.0,0,-4.12331485748291,-4.122187614440918
13.224416017532349,0.0,0,-4.12331485748291,-4.122187614440918
13.391077995300293,0.0,0,-4.12331485748291,-4.122187614440918
13.557744026184082,0.0,0,-4.12331485748291,-4.122187614440918
13.72682499885559,0.0,0,-4.12331485748291,-4.122309684753418
13.892834186553955,0.0,0,-4.12331485748291,-4.122309684753418
14.060839891433716,0.0,0,-4.12331485748291,-4.122309684753418
14.224204063415527,0.0,0,-4.12331485748291,-4.122309684753418
14.393568992614746,0.0,0,-4.12331485748291,-4.122309684753418
14.558457136154175,0.0,0,-4.12331485748291,-4.122309684753418
14.724415063858032,0.0,0,-4.12331485748291,-4.122309684753418
